source,title,location,price,rooms,bathrooms,parking_spaces,area,antiguedad,alcaldia,colonia_o_municipio,latitud,longitud,cat_mean_valor_suelo_200m,cat_mean_vus_200m,cat_mean_antiguedad_200m,cat_std_valor_suelo_200m,cat_mean_ratio_construccion_200m,cat_density_predios_200m,dist_metro_m,density_metro,dist_tren_m,density_tren,dist_trole_m,density_trole,dist_cable_m,density_cable,dist_metrobus_m,density_metrobus,comercio_density,marginalidad_score,alc,pct_migrantes_turistas,dist_ciclovia_m,densidad_ciclovia_15m,dist_area_verde_m,densidad_parques_15m,dist_salud_m,acceso_salud_15m,dist_escuela_m,acceso_educacion_15m,score_15min,prox_ciclovia,prox_parque,prox_salud,prox_escuela,uso_mixto,price_m2_raw,listing_density_local,listing_density_log,precio_vecinal_local,dist_nearest_subcenter_m,dist_subcenter_log,gentrification_index,spatial_lag_price,lag_x_area,is_luxury,area_x_marginalidad,area_X_gentrif,gentrif_x_metro,15min_X_gentrif,verde_marginalidad_ratio,salud_marginalidad_ratio,educacion_marginalidad_ratio,cluster,precio_predicho,gentrif_local_presion,gentrif_map_score,error_pct,segmento
Casas_iad_inmobiliaria.xlsx,"CASA EN VENTA EN COYOACAN, CDMX","Santa Úrsula Coapa, CP 04650, Ciudad de México",5650000.0,4.0,3.0,2.0,209.0,0.0,Tlalpan,"Santa Úrsula , CP 04650",19.3089302,-99.1423807,1317513.4172610443,3924.600361445783,32.566265060240966,4390570.493074613,1.2656157061394402,249,8.224062058023408,0,5.3240739613578825,2,7.793122239941553,0,9.13620539331898,0,8.057735613168855,0,2.302585092994046,4.0,tlalpan,0.07138999608667294,6.748732482790151,12,5.150541109565853,96,6.6010910104769,1,4.4158043487659,30,0.2662835249042146,0.1819626508191982,0.7096029861438371,0.39906856717129074,0.872626815815757,0.0,27033.492822966506,35,3.58351893845611,36929.89290651099,7544.609698047878,8.928721176160849,0.3919311241687132,10.21226495526315,54.60607884796968,0,21.388430122869874,81.91360495126105,0.0,0.10436480126331635,3.005682604407159,0.18232155679395465,1.9459101490553132,2,7648865.8302790215,0.41130327469369204,0.3967741617999579,35.37815628812427,Estandar
Casas_iad_inmobiliaria.xlsx,CASA EN VENTA COLONIA SAN ANGEL INN SUR CIUDAD DE MEXICO,"San Ángel Inn, CP 01060, Ciudad de México",16400000.0,3.0,3.0,1.0,271.0,4.110873864173311,Álvaro Obregón,"Inn, CP 01060",19.3504188,-99.1975317,4505076.097594117,8242.079411764706,43.80748663101604,9855206.91591872,1.1248125801036262,187,7.3156429375408925,0,8.662352174583221,0,7.463639723496643,0,8.55473172639886,0,7.0078091469121295,0,2.833213344056216,1.0,alvaro obregon,0.06015392281974709,6.484359373450848,92,5.418365677503449,49,6.277076843514296,1,5.717308889096889,49,0.36590038314176243,0.27045794331033174,0.638252995647722,0.5147683718059373,0.6034195889719738,0.0,60516.60516605166,212,5.3612921657094255,46144.09880005852,4327.537935846873,8.37298510481908,0.0,10.73444305376611,60.175163051338785,0,5.605802066295998,0.0,0.0,0.0,3.2386784521643803,0.4054651081081644,3.2386784521643803,0,12849882.817569606,0.5309235882310608,0.1327308970577652,-21.64705599042923,Estandar
Casas_iad_inmobiliaria.xlsx,"Casa en condominio en venta, Tlalpan, Miguel Hidalgo 3ra secc.","Miguel Hidalgo 2A Sección, CP 14250, Ciudad de México",4471000.0,3.0,2.0,2.0,238.0,0.0,Miguel Hidalgo,"2A Sección, CP 14250",19.4347,-99.2009,3552239.9709389578,17660.885062034744,30.89578163771712,19528413.748990513,3.5284299111801474,403,6.962026824562911,0,9.384649754333855,0,7.52467168141397,0,7.861021559451409,0,6.780582532363584,0,2.4849066497880004,1.0,miguel hidalgo,0.13627761829254784,3.5992916410964795,120,4.037887891324134,157,6.846828517583762,1,5.472087733380157,32,0.5938697318007663,0.931327177200094,0.8945693120531493,0.3088606163585652,0.6737289230292731,0.0,18785.714285714286,351,5.863631175598097,34027.91553665468,547.6937116891909,6.307540383618707,0.8585849060226639,10.1405893044157,55.5345677207391,0,5.476463551931511,204.343207633394,0.0,0.5098875878678656,4.375757021660286,0.4054651081081644,2.833213344056216,1,6805339.873918978,0.36292002140952206,0.7346686848693784,52.21068830058102,Estandar
Casas_iad_inmobiliaria.xlsx,"Excelente propiedad en venta en Narvarte, Benito Juarez, Ciudad de México","Narvarte Oriente, CP 03023, Ciudad de México",12949000.0,3.0,2.0,2.0,450.0,3.4339872044851463,Benito Juárez,"Oriente, CP 03023",19.3932666,-99.1502584,341584.2681135914,8068.909645799012,33.14168039538715,937739.5463209565,3.4390716488466535,1214,6.5140515176844955,0,8.627507120491494,0,6.000164136646619,0,8.486531671831896,0,5.708523067324311,3,2.3978952727983707,2.0,benito juarez,0.16636153721522526,5.480911421084653,153,3.984848479070507,120,7.108094968161184,0,4.936020414014353,62,0.6417624521072797,0.6199410930048849,0.8998256280894075,0.21739872753424205,0.7942487773252691,0.0,28775.555555555555,79,4.382026634673881,40276.576524847354,2416.940778193651,7.7906715388126235,0.933319961735651,10.631888403264695,64.97643873378946,0,12.222934679005357,419.993982781043,0.0,0.5989697072441438,3.713572066704308,0.0,3.0757749812275277,1,20653987.38140455,0.3899098882223178,0.7974674433573177,59.50256684998493,Estandar
Casas_iad_inmobiliaria.xlsx,CASA EN VENTA EN IXTLAHUACAN  IZTAPALAPA  CDMX,"Iztlahuacán, CP 09690, Ciudad de México",2300000.0,5.0,2.0,1.0,150.0,3.1780538303479458,Tláhuac,"Izán, CP 09690",19.2132,-99.0894,1522333.36,184.57,25.0,1513356.501383344,0.0,1,9.26498190548221,0,8.609106550661451,0,9.362365590678397,0,9.51580639179426,0,8.913555478826046,0,0.0,3.0,tlahuac,0.0639133257436528,8.349574047010055,0,6.979971664666871,1,8.376304897870547,0,6.696462462638966,4,0.009578544061302681,0.00021288498015305495,0.11674352801688691,0.004394442603134638,0.25987315193581084,0.0,15333.333333333334,2,1.0986122886681098,26281.875077191708,19443.582201846617,9.875323760210733,0.5773137898079344,9.641443882716496,48.37382199053607,0,15.051839510444772,86.59706847119016,0.0,0.005529825572872934,0.22314355131420976,0.0,0.6931471805599453,2,4329556.814878356,0.3418749242035735,0.5184540734068441,88.24160064688503,Estandar
Casas_iad_inmobiliaria.xlsx,"Casa en VENTA, en Del Valle Sur, Benito Juárez, CDMX.","Del Valle Sur, CP 03104, Ciudad de México",10500000.0,4.0,3.0,1.0,218.0,3.8918202981106265,Benito Juárez,"Sur, CP 03104",19.3863183,-99.1736673,1598665.5299799512,7915.727481662591,42.84107579462103,3548855.6942054816,3.0653893262151306,409,7.228376538192532,0,8.677051385917617,0,7.300479498347005,0,8.160214205420075,0,5.1129233654170285,3,3.044522437723423,1.0,benito juarez,0.16636153721522526,4.788315800011599,264,5.2282145965325535,74,7.331991180984374,0,4.416318832756895,55,0.7528735632183908,0.788046756483239,0.6900996986159114,0.1481873931253925,0.8725648852647786,0.0,48165.1376146789,113,4.736198448394496,40347.24631412625,1686.8406408007231,7.431205263590694,0.933319961735651,10.711919191607002,57.72730088756812,0,5.389071729816501,203.46375165837193,0.0,0.7026719252147717,3.6375861597263857,0.0,3.349904087274605,1,9920797.47829433,0.5242916975967717,0.8310628957009312,-5.516214492434955,Estandar
Casas_iad_inmobiliaria.xlsx,Casa en Venta en la Colonia del Valle,"Del Valle Centro, CP 03100, Ciudad de México",10700000.0,3.0,3.0,2.0,242.0,1.9459101490553132,Benito Juárez,"Centro, CP 03100",19.387036,-99.1712797,762763.7567897687,7680.767722289893,35.521315468940315,1330048.8411761476,3.5111062241479982,821,7.301193378270343,0,8.66336356811182,0,7.384500014146587,0,8.181650288666535,0,5.981368570864901,2,3.044522437723423,3.0,benito juarez,0.16636153721522526,3.7057420221243165,279,5.640052793707579,73,7.171282125446732,0,5.303995380741875,59,0.7873563218390804,0.9237069202880077,0.570663730190528,0.19678563412839767,0.7163655328472376,0.0,44214.87603305785,118,4.77912349311153,41848.30189580066,1628.4644240419566,7.396006665601087,0.933319961735651,10.78164332109818,59.22422922297455,0,16.479184330021646,225.86343074002755,0.0,0.7348553721711735,2.9575110607337933,0.0,2.7568403652716422,1,12006642.926814087,0.48370181823385894,0.8209154258602029,12.21161613844941,Estandar
Casas_iad_inmobiliaria.xlsx,Casa en venta Jardines de Coyoacan,"Jardines de Coyoacán, CP 04890, Ciudad de México",9000000.0,4.0,5.0,2.0,450.0,0.0,Coyoacán,"Jardines de , CP 04890",19.3141139,-99.1268723,924145.7377526785,4745.07,38.86309523809524,333797.21481710346,1.7381830064772796,336,7.9431799223369435,0,7.1879486411342475,0,7.872650327610534,0,8.931912665260425,0,7.359338163584417,0,3.2188758248682006,1.0,coyoacan,0.07973496801885356,7.438456377974855,0,3.213910485137207,265,6.464269218495898,3,4.602535836311713,27,0.5651340996168582,0.03343180147638691,0.9533698614543609,0.448882564260623,0.8482655704402193,0.0,20000.0,41,3.7376696182833684,30776.444488562647,7696.579077051815,8.948661152828294,0.750956198657275,9.971880697142641,60.942823194004454,0,6.111467339502679,337.93028939577374,0.0,0.4243909551798776,4.894101477840304,0.9162907318741551,2.6741486494265287,2,11176250.598073844,0.3707031847074233,0.6558929451698121,24.18056220082049,Estandar
Casas_iad_inmobiliaria.xlsx,"Casa Venta Condominio horizontal. Tlalpan, calle Corregidora","Miguel Hidalgo 2A Sección, CP 14250, Ciudad de México",6500000.0,3.0,2.0,2.0,235.0,3.4339872044851463,Miguel Hidalgo,"2A Sección, CP 14250",19.4347,-99.2009,3552239.9709389578,17660.885062034744,30.89578163771712,19528413.748990513,3.5284299111801474,403,6.962026824562911,0,9.384649754333855,0,7.52467168141397,0,7.861021559451409,0,6.780582532363584,0,2.4849066497880004,1.0,miguel hidalgo,0.13627761829254784,3.5992916410964795,120,4.037887891324134,157,6.846828517583762,1,5.472087733380157,32,0.5938697318007663,0.931327177200094,0.8945693120531493,0.3088606163585652,0.6737289230292731,0.0,27659.574468085106,351,5.863631175598097,34027.91553665468,547.6937116891909,6.307540383618707,0.8585849060226639,10.1405893044157,55.40647436316903,0,5.4638318050256105,201.76745291532603,0.0,0.5098875878678656,4.375757021660286,0.4054651081081644,2.833213344056216,1,6503913.206758477,0.45615354513458695,0.7579770658006446,0.06020318089964298,Estandar
Casas_iad_inmobiliaria.xlsx,Se vende casa para remodelar en Monte Libano,"Lomas de Chapultepec VIII Sección, CP 11000, Ciudad de México",50505000.0,3.0,5.0,4.0,980.0,4.110873864173311,Miguel Hidalgo,"VIII Sección, CP 11000",19.345,-99.1794,4337885.256488889,9699.828985507247,44.96135265700483,32192761.803901896,2.0827291848172482,207,5.296934261183492,1,8.24448873486955,0,5.226142455442524,6,8.854595937330641,0,6.800573968351494,0,3.091042453358316,1.0,miguel hidalgo,0.13627761829254784,6.783239651780304,42,5.1829842336033884,131,7.10329490052571,0,5.561972033117347,31,0.39272030651340994,0.17138394838388638,0.7015748396373032,0.21899448890051834,0.6490625409336948,0.0,51535.71428571428,124,4.8283137373023015,46492.974629163844,3550.261300936525,8.175058115405228,0.8585849060226639,10.996335715342674,75.74905536484454,0,6.8885724595653635,841.4132079022106,0.8585849060226639,0.33718372746100783,4.197201947661808,0.0,2.803360380906535,2,54280134.162340246,0.44701810756131094,0.7556932064073256,7.474773116206804,Estandar
Casas_iad_inmobiliaria.xlsx,Venta Casa en Condominio Horizontal. Tlalpan,"Miguel Hidalgo 2A Sección, CP 14250, Ciudad de México",6300000.0,3.0,2.0,2.0,198.0,2.5649493574615367,Miguel Hidalgo,"2A Sección, CP 14250",19.4347,-99.2009,3552239.9709389578,17660.885062034744,30.89578163771712,19528413.748990513,3.5284299111801474,403,6.962026824562911,0,9.384649754333855,0,7.52467168141397,0,7.861021559451409,0,6.780582532363584,0,2.4849066497880004,1.0,miguel hidalgo,0.13627761829254784,3.5992916410964795,120,4.037887891324134,157,6.846828517583762,1,5.472087733380157,32,0.5938697318007663,0.931327177200094,0.8945693120531493,0.3088606163585652,0.6737289230292731,0.0,31818.18181818182,351,5.863631175598097,34027.91553665468,547.6937116891909,6.307540383618707,0.8585849060226639,10.1405893044157,53.67723029061321,0,5.293304824724492,169.99981139248746,0.0,0.5098875878678656,4.375757021660286,0.4054651081081644,2.833213344056216,1,5322871.440710468,0.4910580683995818,0.7667031966168933,-15.50997713157987,Estandar
Casas_iad_inmobiliaria.xlsx,VENTA DE CASA EN CONDOMINIO TLALPAN,"Miguel Hidalgo 2A Sección, CP 14250, Ciudad de México",6990000.0,3.0,2.0,6.0,431.0,2.833213344056216,Miguel Hidalgo,"2A Sección, CP 14250",19.4347,-99.2009,3552239.9709389578,17660.885062034744,30.89578163771712,19528413.748990513,3.5284299111801474,403,6.962026824562911,0,9.384649754333855,0,7.52467168141397,0,7.861021559451409,0,6.780582532363584,0,2.4849066497880004,1.0,miguel hidalgo,0.13627761829254784,3.5992916410964795,120,4.037887891324134,157,6.846828517583762,1,5.472087733380157,32,0.5938697318007663,0.931327177200094,0.8945693120531493,0.3088606163585652,0.6737289230292731,0.0,16218.097447795824,351,5.863631175598097,34027.91553665468,547.6937116891909,6.307540383618707,0.8585849060226639,10.1405893044157,61.537411614790784,0,6.068425588244111,370.0500944957681,0.0,0.5098875878678656,4.375757021660286,0.4054651081081644,2.833213344056216,1,11388288.932409663,0.32966918176980425,0.7263559749594489,62.92258844649017,Estandar
Casas_iad_inmobiliaria.xlsx,"RESIDENCIA DE LUJO EN VENTA EN JARDINES DEL PEDREGAL - ÁLVARO OBREGÓN, CDMX","Jardines del Pedregal, CP 01900, Ciudad de México",59900000.0,4.0,3.0,12.0,1275.0,1.791759469228055,Álvaro Obregón,CP 01900,19.3197812,-99.2073801,5991372.637422891,4942.43,39.795180722891565,3826636.1731605907,0.6777433553299204,83,8.174749456602486,0,8.771319004481954,0,7.82730496498914,0,8.93308852367185,0,7.609761747532899,0,2.833213344056216,1.0,alvaro obregon,0.06015392281974709,6.35858758491901,72,6.254432662575201,29,7.419028540224401,0,3.9628010708643906,36,0.2624521072796935,0.31573234997438016,0.35393988569526313,0.12455397533892379,0.9175873972809483,0.0,46980.39215686275,346,5.849324779946859,32306.319533521204,7484.099449810105,8.92066958331324,0.0,10.44331257531802,74.68519807740034,0,7.151485463904735,0.0,0.0,0.0,2.740840023925201,0.0,2.9444389791664403,2,36212362.77902191,0.5985086596860423,0.14962716492151057,-39.54530420864455,Estandar
Casas_iad_inmobiliaria.xlsx,"Casa en venta en Jardines del Pedregal, Alvaro Obregon, CDMX","Jardines del Pedregal, CP 01900, Ciudad de México",28500000.0,4.0,5.0,3.0,792.0,3.4339872044851463,Álvaro Obregón,CP 01900,19.3197812,-99.2073801,5991372.637422891,4942.43,39.795180722891565,3826636.1731605907,0.6777433553299204,83,8.174749456602486,0,8.771319004481954,0,7.82730496498914,0,8.93308852367185,0,7.609761747532899,0,2.833213344056216,1.0,alvaro obregon,0.06015392281974709,6.35858758491901,72,6.254432662575201,29,7.419028540224401,0,3.9628010708643906,36,0.2624521072796935,0.31573234997438016,0.35393988569526313,0.12455397533892379,0.9175873972809483,0.0,35984.84848484849,346,5.849324779946859,32306.319533521204,7484.099449810105,8.92066958331324,0.0,10.44331257531802,69.71770860109926,0,6.675823221634848,0.0,0.0,0.0,2.740840023925201,0.0,2.9444389791664403,2,27482905.951712683,0.5331071572725224,0.1332767893181306,-3.568751046622166,Estandar
Casas_iad_inmobiliaria.xlsx,"LUJOSA RESIDENCIA EN JARDINES DEL PEDREGAL - ÁLVARO OBREGÓN, CDMX","Jardines del Pedregal, CP 01900, Ciudad de México",37990000.0,4.0,4.0,9.0,1000.0,3.367295829986474,Álvaro Obregón,CP 01900,19.3197812,-99.2073801,5991372.637422891,4942.43,39.795180722891565,3826636.1731605907,0.6777433553299204,83,8.174749456602486,0,8.771319004481954,0,7.82730496498914,0,8.93308852367185,0,7.609761747532899,0,2.833213344056216,1.0,alvaro obregon,0.06015392281974709,6.35858758491901,72,6.254432662575201,29,7.419028540224401,0,3.9628010708643906,36,0.2624521072796935,0.31573234997438016,0.35393988569526313,0.12455397533892379,0.9175873972809483,0.0,37990.0,346,5.849324779946859,32306.319533521204,7484.099449810105,8.92066958331324,0.0,10.44331257531802,72.15028566661111,0,6.90875477931522,0.0,0.0,0.0,2.740840023925201,0.0,2.9444389791664403,2,35340565.270905234,0.5465764894834667,0.13664412237086668,-6.974031927072298,Estandar
